Cosignee,Origin,Destination
" Precision Stone, Inc. "," Porto de Sines, Portugal"," New York/Newark Area, Newark, New Jersey"
" Piedras Naturales, S.a. De C.V. "," Rotterdam, Netherlands"," Charleston, South Carolina"
 Vermont Stone Art ," Porto de Sines, Portugal"," Boston, Massachusetts"
 Precision Stone Inc ," Porto de Sines, Portugal"," New York/Newark Area, Newark, New Jersey"
 Seko Logistics ," Porto de Sines, Portugal"," New York/Newark Area, Newark, New Jersey"
 Marble Art Canada Ltd ," Valencia, Spain"," Los Angeles, California"
 Haifa General Contracting ," Porto de Sines, Portugal"," Port Everglades, Florida"
 New York Stone Llc ," Porto de Sines, Portugal"," New York/Newark Area, Newark, New Jersey"
 Marble Crafters Inc. ," Porto de Sines, Portugal"," New York/Newark Area, Newark, New Jersey"
" New York Stone Llc., "," Porto de Sines, Portugal"," New York/Newark Area, Newark, New Jersey"
 Associated Imports Corporation ," Porto de Sines, Portugal"," Savannah, Georgia"
