Cosignee,Origin,Destination
 Ole Imports Llc ," Barcelona, Spain"," New York, New York"
 Rb Lowden Pty Ltd ," Santander, Spain"," Baltimore, Maryland"
" Fedway Associates, Inc. "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 G3 Enterprises ," Thamesport, United Kingdom"," Oakland, California"
 California Capsules ," Thamesport, United Kingdom"," Oakland, California"
 Southern Wine & Spirits ," Rotterdam, Netherlands"," Norfolk, Virginia"
 California Capsules Inc. ," Thamesport, United Kingdom"," Oakland, California"
 Allied Beverage Group ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Southern Wine & Spirtis ," Antwerp, Belgium"," Port Everglades, Florida"
 Western Carriers ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Shaw Ross International Importer In ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Southern W&S of Louisville ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Service Distributing ," Antwerp, Belgium"," Baltimore, Maryland"
 California Capsules Inc ," Hamble, United Kingdom"," New York, New York"
 Elmira Distributing Company ," Rotterdam, Netherlands"," New York, New York"
 Amc Usa Inc. ," Hamble, United Kingdom"," Oakland, California"
 Southern W&S of Lakeland ," Antwerp, Belgium"," Port Everglades, Florida"
 G-3 Enterprises , All Other England South," Oakland, California"
 Pace Products ," Felixstowe, United Kingdom"," New York, New York"
 Global Wholesale Wine & Spirits ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Allied Systems Company ," Porto de Sines, Portugal"," Seattle, Washington"
 Link-Belt Construction Equipment ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Taylor Machine Workshwy ," Antwerp, Belgium"," Charleston, South Carolina"
" Dry Systems Technologies, Inc. "," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
" Mtu America, Inc "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Gleason Works ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Elmira Distribution Company ," Bremerhaven, Federal Republic of Germany"," New York, New York"
" G3 Enterprises, Inc. "," Hamble, United Kingdom"," Oakland, California"
 Gourmet Royal International Ltd ," Antwerp, Belgium"," Port Everglades, Florida"
 Metaldyne Sinterforged ," Hamburg, Federal Republic of Germany"," New York, New York"
 Bertsche Engineering Corporation ," Antwerp, Belgium"," Chester, Pennsylvania"
 Gradall Industries Inc ," Antwerp, Belgium"," Chester, Pennsylvania"
 Kalmar Rt Center Llc ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Link-Belt ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Exodus Machine Inc ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Terex Cranes ," Bremerhaven, Federal Republic of Germany"," Savannah, Georgia"
 Manitowoc Crane Group ," Antwerp, Belgium"," Chester, Pennsylvania"
 John Bean Technologies Corporation ," Bremerhaven, Federal Republic of Germany"," Savannah, Georgia"
 Caterpillar Global Mining America ," Antwerp, Belgium"," Philadelphia, Pennsylvania"
 Xtreme Manufacturing Llc ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Fletcher Co. J.H. ," Bremerhaven, Federal Republic of Germany"," Norfolk, Virginia"
 Xtreme Manufacturing ," Antwerp, Belgium"," New York, New York"
 Mexican Door Company S De Rl ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Fairbanks Morse Engine ," Bremerhaven, Federal Republic of Germany"," Baltimore, Maryland"
 Alfing Corporation ," Hamburg, Federal Republic of Germany"," Baltimore, Maryland"
 Team Hardinger Transportation ," Hamburg, Federal Republic of Germany"," New York, New York"
" Exodus Mchines, Llc "," Rotterdam, Netherlands"," Norfolk, Virginia"
 Manitowoc Crane Care ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Caterpillar Inc. ," Hamburg, Federal Republic of Germany"," New York, New York"
 Taylor Machine Works Inc ," Bremerhaven, Federal Republic of Germany"," New Orleans, Louisiana"
 Ellwood National Crankshaft ," Hamburg, Federal Republic of Germany"," New York, New York"
 Mori Seiki Manufacturing Usa Inc ," Hamburg, Federal Republic of Germany"," Los Angeles, California"
 Ge Transportation Systems ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Tognum America Inc. ," Antwerp, Belgium"," Wilmington, North Carolina"
 Cargotec Solutions - Mau ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Kessler and Co. Gmbh and Co.Kg ," Hamburg, Federal Republic of Germany"," Los Angeles, California"
 Gourmet Royal International Ltd. ," Antwerp, Belgium"," Miami, Florida"
 Mexican Door Company ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Ktsdi Llc ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Link - Belt ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Heather James Fine Art ," Hamburg, Federal Republic of Germany"," Los Angeles, California"
 Ford Motor Co ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Mexican Door Company S De Rl De ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Ge Fairchild Llc ," Antwerp, Belgium"," Chester, Pennsylvania"
 Ge Transportation System ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
" Interfreight, Inc. "," Rotterdam, Netherlands"," Norfolk, Virginia"
 Raja Foods Llc ," Felixstowe, United Kingdom"," New York, New York"
 Caseth Logistics Inc ," Bur Said, Egypt"," New York/Newark Area, Newark, New Jersey"
 Transgroup Worldwide Logistics ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Quality Natural Foods Ltd ," Rotterdam, Netherlands"," Long Beach, California"
 Quality Natural Foods Canada Inc. ," Antwerp, Belgium"," Long Beach, California"
 Vjinterkargo Sa De Cv ," Gioia Tauro, Italy"," Port Everglades, Florida"
