Cosignee,Origin,Destination
 Hydra-Matic Packing Ltd ," Liverpool, United Kingdom"," Chester, Pennsylvania"
 Oc Composite Non-Woven Tech Llc ," Liverpool, United Kingdom"," Chester, Pennsylvania"
 Owens Corning Sales Llc ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Owens Brockway Glass Container Inc. ," Cartagena, Colombia"," Houston, Texas"
 European Owens Corning Fiberglass S ," Veracruz, Mexico"," New Orleans, Louisiana"
 Rocsa Colombia S.a ," Veracruz, Mexico"," Houston, Texas"
 Ais Uruguay ," Veracruz, Mexico"," Houston, Texas"
 European Owens Corning Fiberglas Sp ," Veracruz, Mexico"," Houston, Texas"
" Owens Corning Sales, Llc "," Santos, Brazil"," Charleston, South Carolina"
 Hydra-Matic Packing Co Inc ," Liverpool, United Kingdom"," Chester, Pennsylvania"
 Commerce Warehouse-Composites - Csb ," Santos, Brazil"," Charleston, South Carolina"
 Owens Corning Fiberglas a S Ltda ," Veracruz, Mexico"," Houston, Texas"
 Composites One L.L.C. (Il) ," Hamble, United Kingdom"," Houston, Texas"
 St Vincent Brewery Limited ," Callao, Peru"," Philadelphia, Pennsylvania"
 Rafael J Nido Inc ," Kingston, Jamaica"," San Juan, Puerto Rico"
 Interior Supplies Inc ," Kingston, Jamaica"," San Juan, Puerto Rico"
 Composite One L.L.C. (Il) ," Hamble, United Kingdom"," Houston, Texas"
 European Owens Corning ," Veracruz, Mexico"," Houston, Texas"
" Tradewind Foods, Inc. "," Cartagena, Colombia"," San Juan, Puerto Rico"
 Us Composite Pipe South Llc ," Felixstowe, United Kingdom"," New Orleans, Louisiana"
 Composites One Llc ," Hamble, United Kingdom"," Houston, Texas"
 Trigo Corporation ," Cartagena, Colombia"," San Juan, Puerto Rico"
" Gyplac Comercial De Colombia, "," Veracruz, Mexico"," Houston, Texas"
" Owens Corning Sales,Llc "," Tokyo, Japan"," New York, New York"
 Commerce Warehouse-Composite ," Tokyo, Japan"," Charleston, South Carolina"
 Owens Corning ," Hamble, United Kingdom"," Charleston, South Carolina"
" Owens, Donald L. "," Hakata, Japan"," Los Angeles, California"
 Bearco Llc ," Cartagena, Colombia"," San Juan, Puerto Rico"
 Continental Mfg. Company Inc ," Antwerp, Belgium"," Savannah, Georgia"
 Interfaceflor Llc ," Hamble, United Kingdom"," Savannah, Georgia"
 Yapi Ve Kredi Bankasi a.S. ," Veracruz, Mexico"," Houston, Texas"
" Tradewind Foods, Inc "," Cartagena, Colombia"," San Juan, Puerto Rico"
 Entek International Ll ," Antwerp, Belgium"," Seattle, Washington"
 Trigo Corp. ," Cartagena, Colombia"," San Juan, Puerto Rico"
 Aislantes Dominicanos C Por a Autop ," Veracruz, Mexico"," Houston, Texas"
 Carrier Interamerica Corporation ," Veracruz, Mexico"," Houston, Texas"
 Lm Wind Power ," Antwerp, Belgium"," New York, New York"
 Sekisui Norditube ," Barcelona, Spain"," New Orleans, Louisiana"
 Pochy Ieromazzo Sa ," Veracruz, Mexico"," Houston, Texas"
 Ais Uruguay Sa. Rut 213212800013 ," Veracruz, Mexico"," Houston, Texas"
 Heme Isolantes Termicos E Acusticos ," Veracruz, Mexico"," Houston, Texas"
" Reline America, Inc "," Valencia, Spain"," Charleston, South Carolina"
 Owens-Brockway Glass Container Inc. ," Cartagena, Colombia"," Houston, Texas"
 Assuncao Distribuidora Ltda ," Veracruz, Mexico"," Houston, Texas"
 Carrier Puerto Rico Inc. ," Veracruz, Mexico"," San Juan, Puerto Rico"
 Felco Manufacturing Corporation ," Veracruz, Mexico"," San Juan, Puerto Rico"
 Pochy Ieromazzo S.a. ," Veracruz, Mexico"," Houston, Texas"
 Esmaltec S/a ," Veracruz, Mexico"," Houston, Texas"
 Malgor & Co. Inc. ," Caucedo, Dominican Republic"," San Juan, Puerto Rico"
 Siemens Energy Inc ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Sekisui Norditube Inc ," Barcelona, Spain"," New Orleans, Louisiana"
 Owens Corning Sales Llc Ocv ," Santos, Brazil"," New York, New York"
 Schulmberger Inventory ," Valencia, Spain"," Houston, Texas"
 Applied Felts Inc.. ," Barcelona, Spain"," Norfolk, Virginia"
 Owens-Brockway Glass Container In ," Cartagena, Colombia"," Houston, Texas"
 Oldach Associates Inc ," Veracruz, Mexico"," San Juan, Puerto Rico"
" Reline America, Inc. "," Valencia, Spain"," Charleston, South Carolina"
 Planam Forros E Divisorias Ltda ," Veracruz, Mexico"," Houston, Texas"
" Siniat S/a Mineracao, Industria E C "," Veracruz, Mexico"," Houston, Texas"
 Subor Boru Sanayi Ve ," Veracruz, Mexico"," Houston, Texas"
 Applied Felts Inc ," Barcelona, Spain"," Norfolk, Virginia"
 European Owens Corning Fiberglas ," Veracruz, Mexico"," Houston, Texas"
 Owens Illinois Do Brasil ," Cartagena, Colombia"," Port Everglades, Florida"
 Owens-Brockway Glass Container Inc ," Freeport, Grand Bahama Island, Bahamas"," Norfolk, Virginia"
 Bp Dickinson (S) ," Valencia, Spain"," Houston, Texas"
 Owen-Brockway Glass Container Inc ," Freeport, Grand Bahama Island, Bahamas"," Norfolk, Virginia"
 Gypsteel Industria De Perfilados ," Veracruz, Mexico"," Houston, Texas"
 Willis Construction ," Valencia, Spain"," Oakland, California"
 Consignee: European Owens ," Veracruz, Mexico"," Houston, Texas"
 Owens-Brockway Glass ," Cartagena, Colombia"," Houston, Texas"
 Oc Composite Materials Llc ," Le Havre, France"," Charleston, South Carolina"
 Felco Manufacturing Corp ," Veracruz, Mexico"," San Juan, Puerto Rico"
" Owens, Orlando "," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Hexa Analisa Sdn Bhd ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Cody Dawling Owens ," Belize, Belize"," Port Everglades, Florida"
 Ais Uruguay S.a. Tax Id. 21321280 ," Veracruz, Mexico"," Houston, Texas"
 Clark Pacific ," Valencia, Spain"," Los Angeles, California"
" Oc Composite Materials, Llc "," Le Havre, France"," Charleston, South Carolina"
 Ocv Brunswick ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Oc Composite Material Llc ," Le Havre, France"," Charleston, South Carolina"
 Saint Gobain Adfords America Inc ," Valencia, Spain"," New York, New York"
 Composites One ," Valencia, Spain"," New York, New York"
 River Side Fibreglass Factory Limit ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Riverside Fibreglass Factory Ltd ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Owens-Brockway Glasscontainerinc. ," Callao, Peru"," Norfolk, Virginia"
 Owens Corning % Commerce Warehouse ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Isolatek ," Valencia, Spain"," New York, New York"
 Applied Delts Inc ," Barcelona, Spain"," Norfolk, Virginia"
 Owens Corning Corporation ," Santos, Brazil"," Charleston, South Carolina"
 Continental Mpg ," Valencia, Spain"," Houston, Texas"
 Hydra Matic Packing Co Inc ," Liverpool, United Kingdom"," Chester, Pennsylvania"
 Molded Fiberglas Gainesville ," Antwerp, Belgium"," New York, New York"
 European Owens Corning Fiberglass ," Veracruz, Mexico"," Houston, Texas"
 Usg Interios Inc ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Hydra-Matic Packing Co. Inc. ," Liverpool, United Kingdom"," Chester, Pennsylvania"
