Cosignee,Origin,Destination
 Scot Ritchie ," Rotterdam, Netherlands"," New York, New York"
 the Lagniappe Shoppe ," Le Havre, France"," Houston, Texas"
 Liz Spradling ," Le Havre, France"," Houston, Texas"
 Houston Oaks Golf and Country Club ," Le Havre, France"," Houston, Texas"
 Blue Print ," Le Havre, France"," Houston, Texas"
 Neal & Company ," Le Havre, France"," Houston, Texas"
 John Havens ," Le Havre, France"," Houston, Texas"
 Barbaras Antiques ," Antwerp, Belgium"," Houston, Texas"
 Donald Embree ," Le Havre, France"," Houston, Texas"
 the Golden Triangle Doug Van Tress ," Le Havre, France"," Norfolk, Virginia"
" Country French Interiors, Inc. "," Le Havre, France"," Houston, Texas"
 Kogans Antiques ," Antwerp, Belgium"," New York, New York"
 Dominik Coyne ," Antwerp, Belgium"," New York, New York"
 Averhoff ," Antwerp, Belgium"," New York, New York"
 Jesse Shannon ," Antwerp, Belgium"," New York, New York"
 Louise Marie White ," Antwerp, Belgium"," New York, New York"
 Perry & Associates ," Antwerp, Belgium"," New York, New York"
 Suzanne Kassler Interiors ," Antwerp, Belgium"," New York, New York"
 Laman William ," Rotterdam, Netherlands"," Los Angeles, California"
 Roe ," Antwerp, Belgium"," New York, New York"
 Vincent Roux ," Antwerp, Belgium"," New York, New York"
 Suzanne Kasler Interiors ," Antwerp, Belgium"," New York, New York"
 Maxime Farrell ," Antwerp, Belgium"," New York, New York"
 Paul Rico ," Le Havre, France"," New Orleans, Louisiana"
 Antiques De Provence Inc ," Le Havre, France"," New Orleans, Louisiana"
 Extra Space Storage ," Le Havre, France"," Norfolk, Virginia"
 Gina Stern ," Antwerp, Belgium"," New York, New York"
 Alisa Bloom ," Antwerp, Belgium"," New York, New York"
 Courtnay Daniels ," Antwerp, Belgium"," New York, New York"
 Alexandra Designs ," Le Havre, France"," Charleston, South Carolina"
 Robert Altman ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Renaissance Market ," Le Havre, France"," New Orleans, Louisiana"
 Lockson ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Richard Cohen ," Rotterdam, Netherlands"," New York, New York"
 Gregg L Snyder ," Le Havre, France"," Houston, Texas"
 Antiques On Nine ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Matt Williams Principal ," Rotterdam, Netherlands"," Los Angeles, California"
 Blithewold Home ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Pamela Orvis ," Antwerp, Belgium"," New York, New York"
 Parampal Dimple Dhillon ," Antwerp, Belgium"," New York, New York"
 John Nelson Antiques ," Rotterdam, Netherlands"," Los Angeles, California"
 Atlantic American Corporation ," Le Havre, France"," Charleston, South Carolina"
 Olivier Fleury ," Hamble, United Kingdom"," Savannah, Georgia"
 Antiques International ," Rotterdam, Netherlands"," Los Angeles, California"
 Hess Jocelyn ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Wisteria Antiques ," Antwerp, Belgium"," New York, New York"
 Ellen Golden Antiques ," Le Havre, France"," Houston, Texas"
 Le Louvre Annick Mc Nally ," Le Havre, France"," Houston, Texas"
 Richard Stephens ," Antwerp, Belgium"," New York, New York"
 the Garten ," Le Havre, France"," Houston, Texas"
 Judith Cofield ," Antwerp, Belgium"," New York, New York"
 Larry D Johnson ," Antwerp, Belgium"," New York, New York"
 Design Furnishing ," Le Havre, France"," Norfolk, Virginia"
 Jean Pierre Conte ," Antwerp, Belgium"," New York, New York"
