Cosignee,Origin,Destination
 Mercury Marine ," Genoa, Italy"," Norfolk, Virginia"
 American B.D. Company ," Las Salinas, Chile"," New York, New York"
 Simpsons Greens and Floral ," Puerto Matias de Galves, Guatemala"," Port Everglades, Florida"
 Dolce E Gabbana Usa Inc ," Genoa, Italy"," New York, New York"
 M2l New York ," Hamburg, Federal Republic of Germany"," New York, New York"
" Zf Industrie, Inc. "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Hive Modern Home Furnishings ," Genoa, Italy"," New York, New York"
 Simpsons Greens & Floral ," Puerto Matias de Galves, Guatemala"," Port Everglades, Florida"
 Trivin Imports ," Las Salinas, Chile"," New York, New York"
 In-Ex ," Genoa, Italy"," Los Angeles, California"
 Carisamsamuel Meisel ," Las Salinas, Chile"," Miami, Florida"
 Coflex Sa De Cv ," Valencia, Spain"," Port Everglades, Florida"
 Peter Igel Wines & Spirits Ltd. ," San Antonio, Chile"," New York/Newark Area, Newark, New Jersey"
 Dolce and Gabbana Usa Inc. ," Leghorn, Italy"," Los Angeles, California"
 Davis Furniture Industrial ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Steel Services & Supplies Inc ," Cartagena, Colombia"," San Juan, Puerto Rico"
 M2l Inc ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Jak W. Interiors ," Antwerp, Belgium"," Baltimore, Maryland"
 Luminaire Inc. ," Genoa, Italy"," Miami, Florida"
 Tigerdeck Llc ," Cartagena, Colombia"," Portland, Oregon"
 Curacao Tools & Fasteners ," Cartagena, Colombia"," San Juan, Puerto Rico"
 Manitoba Liquor Control Commission ," Manzanillo, Mexico"," Los Angeles, California"
 Holden Engine Operations ," Lazaro Cardenas, Mexico"," Los Angeles, California"
" Mayan Greens & Flowers, Llc "," Puerto Matias de Galves, Guatemala"," Port Everglades, Florida"
 Universal Greens ," Puerto Matias de Galves, Guatemala"," Port Everglades, Florida"
 Building Depot Trading Bv Criv ," Cartagena, Colombia"," San Juan, Puerto Rico"
 Fairn and Swanson C/O Foreing Trade ," Las Salinas, Chile"," Miami, Florida"
 Hanover Warehouse ," Freeport, Grand Bahama Island, Bahamas"," New York/Newark Area, Newark, New Jersey"
 Trivin Imports Inc. ," Las Salinas, Chile"," New York, New York"
 Piso 18 Contraco ," La Spezia, Italy"," Port Everglades, Florida"
 M2l Inc. ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Tuberias Visa Sa De Cv ," Valencia, Spain"," Port Everglades, Florida"
 Grupo Universal De Occidente Sa Cv ," Valencia, Spain"," Port Everglades, Florida"
 Comercial Larach ," Valencia, Spain"," Port Everglades, Florida"
 Fabrica De Camisas Manchester ," Barcelona, Spain"," New York/Newark Area, Newark, New Jersey"
 Jak-W Interiors ," Genoa, Italy"," Oakland, California"
 Martin Hernandez Flores ," Valencia, Spain"," Port Everglades, Florida"
 Alejandro Magana Olmos ," Valencia, Spain"," Port Everglades, Florida"
 Insumos Petroleros Arvas C a ," Tarragona, Spain"," New York/Newark Area, Newark, New Jersey"
 Daniel Paustis and Sons ," San Antonio, Chile"," Charleston, South Carolina"
" Steel and Pipes, Inc "," Cartagena, Colombia"," San Juan, Puerto Rico"
