Cosignee,Origin,Destination
" Worldpac, Inc. "," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Excite Motors Ltd ," Hamble, United Kingdom"," Port Everglades, Florida"
 Ieh Ba Llc Dba Beck Arnley ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Rickenbacker Distribution Center ," Laem Chabang, Thailand"," Los Angeles, California"
 Pacific Parts International ," Bremerhaven, Federal Republic of Germany"," Los Angeles, California"
 Imc - Interamerican Motor ," Bremerhaven, Federal Republic of Germany"," Los Angeles, California"
 Furukawa Mexico Sa De Cv ," Manila, Philippines"," Los Angeles, California"
 Mitsubishi Electric Automotive Amer ," Laem Chabang, Thailand"," Los Angeles, California"
 Soken Trade Corp ," Kajang, Malaysia"," Los Angeles, California"
" Faurecia Automotive Seating, Llc "," Kingston, Jamaica"," Mobile, Alabama"
 Imc - Interamerican Motor Corporati ," Bremerhaven, Federal Republic of Germany"," Long Beach, California"
 Pacific Parts International (Fcl) ," Bremerhaven, Federal Republic of Germany"," Los Angeles, California"
 Soken Trade Corporation ," Tanjung Pelepas, Malaysia"," Los Angeles, California"
 Ramac Industries Inc. ," Hamburg, Federal Republic of Germany"," New York, New York"
" Name South, Llc "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 American Showa Inc. ," Laem Chabang, Thailand"," Tacoma, Washington"
 Centrus Automotive Distributors Inc ," Tanjung Pelepas, Malaysia"," New York/Newark Area, Newark, New Jersey"
 Wil Can Usa (Group) Inc. ," Tanjung Pelepas, Malaysia"," New York/Newark Area, Newark, New Jersey"
" Iap West, "," Bremerhaven, Federal Republic of Germany"," Los Angeles, California"
 Valeo Climate Control De Mexico ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
" American Furukawa, Inc. "," Tokyo, Japan"," Tacoma, Washington"
 Weir Enterprises Ltd ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Unicarriers Americas Corporation ," Tokyo, Japan"," Long Beach, California"
 Hsv Automotive Inc. ," Mina Raysut, Oman"," Charleston, South Carolina"
 Venecars Humacao Llc ," Kingston, Jamaica"," San Juan, Puerto Rico"
 Miami Star Truck Parts Llc ," Cartagena, Colombia"," Port Everglades, Florida"
 Realtime Technologies ," Sydney, Australia"," Philadelphia, Pennsylvania"
 Bavarian Autosport ," Hamburg, Federal Republic of Germany"," New York, New York"
 Agrodiesel Motores Y Partes S.a.S ," Kajang, Malaysia"," Oakland, California"
 Water-Land Manufacturing Inc. ," Tanjung Pelepas, Malaysia"," Miami, Florida"
 Vp Autoparts Inc ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
" Michex International Inc, "," Colombo, Sri Lanka"," Savannah, Georgia"
 Beck Arnley Worldparts Corp. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 S B Used Parts ," Kingston, Jamaica"," San Juan, Puerto Rico"
 Imc Interamerican Motor Corporation ," Damietta, Egypt"," New York/Newark Area, Newark, New Jersey"
 German Auto Parts Inc. ," Hamburg, Federal Republic of Germany"," Savannah, Georgia"
