Cosignee,Origin,Destination
 Alizo International Inc ," Mina Raysut, Oman"," Baltimore, Maryland"
 Alizo Internationalinc ," Port Muhammad Bin Qasim, Pakistan"," New York/Newark Area, Newark, New Jersey"
 Interface Solutions Altenkirchen Gm ," Freeport, Grand Bahama Island, Bahamas"," Savannah, Georgia"
 Ariel Lopez Ramos Import S. R. L. ," Puerto Cortes, Honduras"," Port Everglades, Florida"
 Zoli Bollag International Corporati ," Freeport, Grand Bahama Island, Bahamas"," Savannah, Georgia"
 a.a. Enterprises ," Freeport, Grand Bahama Island, Bahamas"," Norfolk, Virginia"
" Alcocertex, S.L. "," Puerto Cortes, Honduras"," Port Everglades, Florida"
 Bollag International Corporation ," Freeport, Grand Bahama Island, Bahamas"," New York/Newark Area, Newark, New Jersey"
 Multicor - Industria Textil Ltda ," Puerto Cortes, Honduras"," Port Everglades, Florida"
 S. Vilarrasa S.a. ," Puerto Cortes, Honduras"," Port Everglades, Florida"
 Massoud Brothers Inc. ," Leghorn, Italy"," Houston, Texas"
 Wyland of Key West ," Genoa, Italy"," Port Everglades, Florida"
 Ikotec Usa Inc ," Leghorn, Italy"," New York, New York"
 Trialto Wine Group Ltd ," Leghorn, Italy"," Los Angeles, California"
 Gustiamo Inc. ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Thompson Mahogany Company 7400 Edmu ," Valencia, Spain"," New York/Newark Area, Newark, New Jersey"
 Stiletto Entertainment ," Genoa, Italy"," Los Angeles, California"
 Ristorante Portovino ," La Spezia, Italy"," Port Everglades, Florida"
 Montcalm Wine Importers Ltd ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Paoli America Llc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Vicente Barber Belda ," Puerto Cortes, Honduras"," Port Everglades, Florida"
 Martex Fiber Southern Corp ," Freeport, Grand Bahama Island, Bahamas"," New York/Newark Area, Newark, New Jersey"
" Alizo International Inc, "," Mina Raysut, Oman"," New York/Newark Area, Newark, New Jersey"
 Floorspace Ltd ," Gooch Island, BC, Canada"," Los Angeles, California"
 Bobo Intriguing Objects ," Antwerp, Belgium"," Savannah, Georgia"
" Gustiamo, Inc "," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Al Syed Trading ," Port Muhammad Bin Qasim, Pakistan"," New York/Newark Area, Newark, New Jersey"
 Al-Syed Trading 13803 ," All Other Oman Ports, Oman"," Houston, Texas"
 Osp Group Us Lp Foreign Trade Zone ," Colombo, Sri Lanka"," New York, New York"
 Natural Stone Distributors ," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 Jerusalme Stone Architecture ," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 Jock Sturges ," Rotterdam, Netherlands"," New York, New York"
