Cosignee,Origin,Destination
 Dsm Neoresins ," Rotterdam, Netherlands"," Boston, Massachusetts"
 Front Royal Plt Asst 2350 F5 ," Antwerp, Belgium"," Chester, Pennsylvania"
 Commomwealth Brands Inc ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Robert Bosch Mexico Sistemas Automo ," Antwerp, Belgium"," Savannah, Georgia"
 Agfa Corp ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
" Axalta Coating Systems, Llc "," Rotterdam, Netherlands"," Norfolk, Virginia"
 Dsm Coating Resins ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Air Master Awning Llc ," Cartagena, Colombia"," San Juan, Puerto Rico"
 Axalta Coatings Systems ," Santos, Brazil"," New York/Newark Area, Newark, New Jersey"
" Air ,Master Awning,Llc "," Cartagena, Colombia"," San Juan, Puerto Rico"
 Family Delight Food Inc ," Laem Chabang, Thailand"," Tacoma, Washington"
 Husco International ," La Spezia, Italy"," Norfolk, Virginia"
 D&N Warehouse ," Rotterdam, Netherlands"," Boston, Massachusetts"
 Dsm / Jacobson Companies ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
" Air Master Awning, Inc. "," Caucedo, Dominican Republic"," San Juan, Puerto Rico"
 Dsm Neoresins Inc. ," Rotterdam, Netherlands"," Boston, Massachusetts"
 Grace Container Sa De Cv ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Heartland Automotive-Greencastle ," Tokyo, Japan"," Los Angeles, California"
 Manduka Llc ," Bremerhaven, Federal Republic of Germany"," Los Angeles, California"
 Cooper-Standard Automotive Inc. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Carton Edge International ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Best Carbide Cutting Tools Inc ," Rotterdam, Netherlands"," Los Angeles, California"
 Sam Dong Inc ," Antwerp, Belgium"," Savannah, Georgia"
 Hanita Coatings Usa Ltd ," Haifa, Israel"," New York/Newark Area, Newark, New Jersey"
 Carlisle Indust. Brake & Friction ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Viking Sales Inc ," Hamburg, Federal Republic of Germany"," New York, New York"
 Axalta Coating Systems Mexico ," Antwerp, Belgium"," Charleston, South Carolina"
 Lexmark Internacional S.a De C.V ," Antwerp, Belgium"," Houston, Texas"
 Ppg Industries ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Rustoleum Corp ," Rotterdam, Netherlands"," Savannah, Georgia"
" Amg Vanadium, Inc "," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Reemco Import Inc. ," Algeciras, Spain"," Houston, Texas"
 Certoplast North America Inc. ," Altamira, Mexico"," Houston, Texas"
 High Chem Specialties Mexico Sa De ," Barcelona, Spain"," Port Everglades, Florida"
 Hanitatek ," Leghorn, Italy"," Houston, Texas"
 Axalta Coating Systems Argentiana ," Veracruz, Mexico"," Houston, Texas"
 Duwest Recubrimientos Dominicana S. ," Veracruz, Mexico"," New Orleans, Louisiana"
 Axalta Coating Systems Venezuela Me ," Veracruz, Mexico"," Houston, Texas"
 Bdp Colombia S.a. Aci 3703 ," Veracruz, Mexico"," Houston, Texas"
 Smart Buy Supplies Inc. ," Kingston, Jamaica"," San Juan, Puerto Rico"
" Dsm Coating Resins, Inc "," Valencia, Spain"," Boston, Massachusetts"
 Manduka Llc. ," Bremerhaven, Federal Republic of Germany"," Boston, Massachusetts"
 Front Royal Plt Asst 2350 F5 7961 ," Antwerp, Belgium"," Chester, Pennsylvania"
 Century Ind. Coatings ," Rotterdam, Netherlands"," Houston, Texas"
 Emas Amc ," Rotterdam, Netherlands"," Houston, Texas"
 Ei Dupont De Nemours Co Inc ," Antwerp, Belgium"," Norfolk, Virginia"
" Axalta Coating Systems Venezuela,C. "," Veracruz, Mexico"," Houston, Texas"
 Bdp Colombia S.a. Aci 3707 ," Veracruz, Mexico"," Houston, Texas"
 Sun Chemical Corporation ," Rotterdam, Netherlands"," Boston, Massachusetts"
" Family Delight Food Inc., "," Laem Chabang, Thailand"," Tacoma, Washington"
" Jl.Rawagelam Iii No.1, Jakarta Tim "," Djakarta, Indonesia"," Los Angeles, California"
 Axalta Coating Systems Argentina ," Veracruz, Mexico"," Houston, Texas"
 Axalta Coating Venezuela Ca ," Veracruz, Mexico"," Houston, Texas"
 Biofilm Sa ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Sociedad Comercial E Industrial Mer ," Veracruz, Mexico"," Houston, Texas"
 Hollister Inc ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Front Royal Plant ," Antwerp, Belgium"," Chester, Pennsylvania"
 Product Performers ," Hamble, United Kingdom"," New York, New York"
" Toray Plastics (America),Inc "," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Car-Freshner Corporation ," Antwerp, Belgium"," Boston, Massachusetts"
" Midwest Graphic Sales, Inc "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Bdp Colombia S.a. ," Veracruz, Mexico"," Houston, Texas"
 Grupo Antolin Silao Sa De Cv ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Axalta Coating Systems Venezuela C. ," Veracruz, Mexico"," Houston, Texas"
 Otis Bed Manufacturing ," Antwerp, Belgium"," New York, New York"
 Basf Mexicana S.a. De C.V. ," Genoa, Italy"," Port Everglades, Florida"
" Manduka Llc, "," Bremerhaven, Federal Republic of Germany"," Long Beach, California"
 Powerflow Inc ," Tokyo, Japan"," New York, New York"
 Bdp Clombia Sa Aci 3703 ," Veracruz, Mexico"," Houston, Texas"
 Family Delight Food Inc. ," Tanjung Pelepas, Malaysia"," Seattle, Washington"
 Axalta Coating Systems Argentina S. ," Veracruz, Mexico"," Houston, Texas"
 Fernandez Hinojosa Y Cia Sc ," Antwerp, Belgium"," Charleston, South Carolina"
 Controlled Displacement ," Antwerp, Belgium"," Miami, Florida"
 Axalta Powder Coating Systems ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Hydrite Chemical Company ," Rotterdam, Netherlands"," Boston, Massachusetts"
 Alliantz Flexible Pkg. Pte Lts. ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Dsm Neoresins Inc ," Porto de Sines, Portugal"," Boston, Massachusetts"
 Kurz Transfer Products Llc ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Dsm Powder Coating Resins Us Inc. ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Hemmeirath Coatings ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Duwest Dominicana S a ," Veracruz, Mexico"," Houston, Texas"
 Neoresins Inc. ," Rotterdam, Netherlands"," Charleston, South Carolina"
 E.I. Du Pont ," Rotterdam, Netherlands"," Norfolk, Virginia"
" Ppg Industries ,Inc. "," Rotterdam, Netherlands"," Norfolk, Virginia"
 Delivery Address: ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
