Cosignee,Origin,Destination
 All Natural Distributors Inc ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 the Whole Herb Company ," Damietta, Egypt"," New York/Newark Area, Newark, New Jersey"
" Charles Jacquin Et Cie Inc., "," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 Dorot Foods Inc. ," Haifa, Israel"," New York/Newark Area, Newark, New Jersey"
 Int'L Hair & Beauty Systems Llc ," Hamble, United Kingdom"," Port Everglades, Florida"
 Demeters Pantry M.Kardamaki Roberts ," Barcelona, Spain"," New York, New York"
 Urban Chestnut Brewing ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
" Acme Food Sales, Inc. "," Cape Town, South Africa"," New York/Newark Area, Newark, New Jersey"
 All Natural Distributions Inc ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Scb Distributors ," Hamble, United Kingdom"," New York, New York"
 Collaborative Advantage Marketing ," Cape Town, South Africa"," New York/Newark Area, Newark, New Jersey"
 M&K Stafford Engineering Pty Ltd ," Gooch Island, BC, Canada"," Oakland, California"
 Hofbrauhaus Cleveland ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Botany Lane Greenhouse ," Hasting, Australia"," Los Angeles, California"
 a Thyme to Plant Herbs ," Hasting, Australia"," Los Angeles, California"
 Spire Tea I Nc. ," Damietta, Egypt"," Savannah, Georgia"
 Acme Food Sales Inc ," Cape Town, South Africa"," New York/Newark Area, Newark, New Jersey"
 Best Deer Antlers Trading Co. ," Prince Rupert, BC, Canada"," Long Beach, California"
 Famarco Ltd/ B K International Bruc ," Fos, France"," Norfolk, Virginia"
