Cosignee,Origin,Destination
" East Coast Tiles Imports,Inc. "," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
" Ferazzoli Imports of New England,In "," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Arkansas Department of Correction ," La Spezia, Italy"," New York, New York"
 Julian Ceramic Tile Inc. ," Leghorn, Italy"," Los Angeles, California"
 Zumpano Enterprises Inc ," La Spezia, Italy"," Savannah, Georgia"
 Ceramic Tileworks ," La Spezia, Italy"," Norfolk, Virginia"
 Tile by Design ," La Spezia, Italy"," Norfolk, Virginia"
 Nebraska Tileworks Center Inc. ," La Spezia, Italy"," Norfolk, Virginia"
 M and S Distribution ," La Spezia, Italy"," Norfolk, Virginia"
 Pembroke Tile and Stone Co. Ltd. ," Leghorn, Italy"," New York, New York"
 Comtel Corporation ," Hamble, United Kingdom"," New York, New York"
" Cgm Group, Llc "," La Spezia, Italy"," Seattle, Washington"
 Hi-Tech Trucking Inc ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 General Ceramic Tile and Stone ," La Spezia, Italy"," Miami, Florida"
 General Ceramic Tile Stone ," La Spezia, Italy"," Miami, Florida"
 Chesapeake Testing Services Inc ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Emser Tile Llc ," Leghorn, Italy"," Los Angeles, California"
 Atlas Marble and Tiles ," La Spezia, Italy"," Baltimore, Maryland"
 Natural Stone and Tile ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Pental Granite and Marble Inc. ," La Spezia, Italy"," Seattle, Washington"
 Sierra Tile Supply Inc. ," La Spezia, Italy"," New York, New York"
 Capco Tile and Stone Llc ," Genoa, Italy"," Houston, Texas"
 Central Tile Imports Ltd. ," La Spezia, Italy"," New York, New York"
 Roma Tile of Hlobrook Inc ," La Spezia, Italy"," New York, New York"
 Diflumeri Imported Cerami ," La Spezia, Italy"," Boston, Massachusetts"
" Great Lakes Distribution, Inc. "," La Spezia, Italy"," Norfolk, Virginia"
" Hastings Tile and Bath, Inc. "," La Spezia, Italy"," New York, New York"
 East Coast Tiles ," La Spezia, Italy"," New York, New York"
 New England Tile and Marble Inc ," La Spezia, Italy"," New York, New York"
 Syverson Tile and Stone Inc ," La Spezia, Italy"," Norfolk, Virginia"
" Modern Tile, Llc "," Leghorn, Italy"," Los Angeles, California"
 High Style Tile and Stone ," La Spezia, Italy"," New York, New York"
 Grupo Internacional Dear Wald Sa De ," La Spezia, Italy"," Port Everglades, Florida"
" Design Materials, Inc. "," La Spezia, Italy"," Houston, Texas"
 Central States Tile Inc. ," La Spezia, Italy"," New York, New York"
 Creative Tile and Marble ," La Spezia, Italy"," Port Everglades, Florida"
 Pan American Ceramics ," La Spezia, Italy"," Oakland, California"
 Zumpano Enterprises Inc. ," La Spezia, Italy"," Savannah, Georgia"
 Ged'S Carpet Tile ," Leghorn, Italy"," Houston, Texas"
 Bedrosians Tile & Stone Anaheim Di ," La Spezia, Italy"," Long Beach, California"
 Rickert Tile ," Genoa, Italy"," New Orleans, Louisiana"
 Nonn'S Design Showplace-Granite ," La Spezia, Italy"," Norfolk, Virginia"
 Buckeye Ceramic Tile Dist. ," La Spezia, Italy"," New York, New York"
 Tile and Marble by Brastile / Brast ," La Spezia, Italy"," Miami, Florida"
 Pantheon Floor Solutions ," Leghorn, Italy"," Houston, Texas"
 Modern Tile Llc ," Leghorn, Italy"," Los Angeles, California"
 Pan American ," La Spezia, Italy"," Oakland, California"
 Statements Tile and Stone ," La Spezia, Italy"," Seattle, Washington"
 Imperial Tile and Stone ," La Spezia, Italy"," Long Beach, California"
 Cactus Stone and Tile ," La Spezia, Italy"," Long Beach, California"
 Design Materials Inc. ," La Spezia, Italy"," Houston, Texas"
