Cosignee,Origin,Destination
 Michelangelo Design ," La Spezia, Italy"," New York, New York"
 Decor 2 Go ," Leghorn, Italy"," Port Everglades, Florida"
 Gruppo Italia Inc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Loft Haus ," Pointe a Pitre, Guadeloupe"," San Juan, Puerto Rico"
 Decor E Design Studio ," Leghorn, Italy"," Port Everglades, Florida"
 Vero Design ," Leghorn, Italy"," Port Everglades, Florida"
 Malik Gallery Collection ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Valitalia Llc ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Cliff Young-- See Internal Notes ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Resource Furniture ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Progetti Ufficio S.a. De C.V. ," Genoa, Italy"," Port Everglades, Florida"
 Importadora Italia Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Loft Haus Inc ," Pointe a Pitre, Guadeloupe"," San Juan, Puerto Rico"
 Decor Comfort Furniture ," Leghorn, Italy"," Miami, Florida"
 Progetti Ufficio Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Oise Boston ," Genoa, Italy"," New York, New York"
 Malik Gallery Collection Watson Fur ," Genoa, Italy"," New York, New York"
 Tramo Usa ," La Spezia, Italy"," Norfolk, Virginia"
 Jensen International Furniture ," La Spezia, Italy"," Savannah, Georgia"
" Leif Petersen, Inc. "," La Spezia, Italy"," Savannah, Georgia"
 Aventura Furniture ," Leghorn, Italy"," Miami, Florida"
 Lawrance San Diego Modern Furniture ," La Spezia, Italy"," Houston, Texas"
 Scandinavian Inc. ,N/A,N/A
 Dwelling Designs ," Genoa, Italy"," New York, New York"
 La Difference ," Genoa, Italy"," Norfolk, Virginia"
 Ferrara Group Llc ," Algeciras, Spain"," Port Everglades, Florida"
 Modiani Llc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
