Cosignee,Origin,Destination
 Hella Automotive Mexico Sa De Cv ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Lang Mekra ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Lang-Merka North America ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Pierburg Us Llc ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Continental Automotive Mexicana ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Mekra Lang ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Hella Automotive Mexiko Sa De Cv ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Automotive Lighting Corporation ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Continental Automotive Mexicana Sa ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Automotive Lighting Llc ," Rotterdam, Netherlands"," Houston, Texas"
 Contnental Automotive Mexicana Sa ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Robert Bosch Mexico Sistemas ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Frenos Y Mecanismos S De Rl De Cv ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Oechsler Mexico Sa De Cv ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Robert Bosch Mexico Sistemas Automo ," Bremerhaven, Federal Republic of Germany"," Savannah, Georgia"
 Trw Automotive Oms Level 3 ," Antwerp, Belgium"," Charleston, South Carolina"
 Pierburg Inc. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Oechsler Mexico S.a. De C.V. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
