Cosignee,Origin,Destination
 Umbria Wines ," Leghorn, Italy"," New York, New York"
 Faurecia Interior Systems ," Antwerp, Belgium"," Charleston, South Carolina"
 Creative Art Materials ," Rotterdam, Netherlands"," New York, New York"
 Creative Art Material ," Le Havre, France"," New York, New York"
 Mobius Technologies Inc ," Hamburg, Federal Republic of Germany"," Oakland, California"
 Liquor Control Board of Ontario ," Taoranga, New Zealand"," Philadelphia, Pennsylvania"
 Mobius Technologies Inc. ," Rotterdam, Netherlands"," New York, New York"
 Editorial Gustavo Gili De Mexico Sa ," Barcelona, Spain"," Port Everglades, Florida"
 Iac Spartanburg ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Charles Neal Selections ," Le Havre, France"," Oakland, California"
 Auto Source Group Llc ," Bremerhaven, Federal Republic of Germany"," Miami, Florida"
 Shea Interiors Llc ," Bremerhaven, Federal Republic of Germany"," New York, New York"
