Cosignee,Origin,Destination
 M.Ali & Brothers ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Kerry Ingredients Sdn. Bhd ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Moorthy Traders ," Gooch Island, BC, Canada"," Tacoma, Washington"
 G.R. Krishnaiah Chetty ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Gfc Manufacturing-Trading and ," Gooch Island, BC, Canada"," Tacoma, Washington"
 to Order ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Hop Nong Company Limited ," Prince Rupert, BC, Canada"," Long Beach, California"
 Tung Ha International Co. Ltd ," Prince Rupert, BC, Canada"," Long Beach, California"
" Fwusow Industry Co., Ltd. "," Gooch Island, BC, Canada"," Tacoma, Washington"
 Smc Food ," Gooch Island, BC, Canada"," Tacoma, Washington"
 to the Order of Taiwan ," Gooch Island, BC, Canada"," Tacoma, Washington"
 to Order of Shipper ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Lanna Products Co Ltd ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Sudespensa Barragan S.a. ," Gooch Island, BC, Canada"," Oakland, California"
 Granos Y Cereales La Perla Sas ," Gooch Island, BC, Canada"," Oakland, California"
 Organizacion Cardenas S.a.S. ," Gooch Island, BC, Canada"," Oakland, California"
 Eco Foods S.a. De C.V. ," Gooch Island, BC, Canada"," Oakland, California"
" Great Wall Enterprise Co., Ltd. "," Gooch Island, BC, Canada"," Tacoma, Washington"
 Frutex Australia Pty Ltd ," Gooch Island, BC, Canada"," Tacoma, Washington"
 T.Thanasekaran & Bros ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Ilta Grain Inc. ," All Other Canada Pacific Region Ports, Canada"," Seattle, Washington"
 Xpt Grain Inc. ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Grain Market Llc ," Mina Raysut, Oman"," Houston, Texas"
 to Order of Bank of ," Gooch Island, BC, Canada"," Seattle, Washington"
" Zhong Xing Farm Animals Co. , Ltd. "," Gooch Island, BC, Canada"," Tacoma, Washington"
 to the Order of ," Gooch Island, BC, Canada"," Tacoma, Washington"
 to the Order of Hua Nan ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Zen-Noh ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Bv Graanhandel Pv Schelven ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Providence Grain Solutions ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Canadian Grain Inc. ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Manglani Traders ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Shree Dhanlaxmi Dal Mill ," Gooch Island, BC, Canada"," Tacoma, Washington"
