Cosignee,Origin,Destination
 Walong Marketing Inc. ," Laem Chabang, Thailand"," Los Angeles, California"
 Nutkao Usa Inc ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Vlm Foods Inc ," Algeciras, Spain"," New York/Newark Area, Newark, New Jersey"
 Messrs. Max Van Pels Inc. ," Kingston, Jamaica"," New York/Newark Area, Newark, New Jersey"
 Big Dutchman ," Tanjung Pelepas, Malaysia"," Long Beach, California"
 Marathon Line N.Y. Inc. ," Damietta, Egypt"," New York/Newark Area, Newark, New Jersey"
 Shinn Cherng Co. ," Gooch Island, BC, Canada"," Tacoma, Washington"
 K-Line Agriculture ," Sydney, Australia"," Long Beach, California"
 J.a Kirsch Corp ," Damietta, Egypt"," New York/Newark Area, Newark, New Jersey"
 Mega Shipping & Forwarding Ltd ," Damietta, Egypt"," New York/Newark Area, Newark, New Jersey"
 Ertans Agency - Po Box 247 ," Damietta, Egypt"," New York/Newark Area, Newark, New Jersey"
" Watanabe Chemical Co., Ltd. "," Gooch Island, BC, Canada"," Tacoma, Washington"
 New Yung Wah Trading Llc ," Laem Chabang, Thailand"," New York/Newark Area, Newark, New Jersey"
 American Metals & Chemicals Corp ," Haifa, Israel"," Savannah, Georgia"
 Mega Shipping and Forwarding Ltd. ," Damietta, Egypt"," New York/Newark Area, Newark, New Jersey"
 Ertan'S Agency ," Damietta, Egypt"," New York/Newark Area, Newark, New Jersey"
 to Order International Co. For Agri ," Algeciras, Spain"," New York/Newark Area, Newark, New Jersey"
 D&C Global Inc. ," Freeport, Grand Bahama Island, Bahamas"," New Orleans, Louisiana"
 Rama Food Mfg Corp ," Laem Chabang, Thailand"," Los Angeles, California"
" United Natural Foods, Inc "," Adabiya, Egypt"," New York, New York"
 to Order ," Kingston, Jamaica"," New York/Newark Area, Newark, New Jersey"
 Big Dutchman Inc ," Kajang, Malaysia"," Los Angeles, California"
 Tradin Organics Usa Inc. ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 American Metals & Chemical Corp ," Leghorn, Italy"," Oakland, California"
" Tradin Organics Usa, Inc, "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Tradin Organics Usa Inc ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
" Tradin Organics Usa, Inc "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Master Sales Llc ," Semarang, Indonesia"," New York, New York"
" Mediterranean Harvest, Inc. "," Gioia Tauro, Italy"," Baltimore, Maryland"
 American Metals & Chemical Corp. ," Haifa, Israel"," Savannah, Georgia"
" Tradin Organics Usa, Inc., "," Rotterdam, Netherlands"," Los Angeles, California"
 Mr Brian Birchall Mulberry Farms ," Antwerp, Belgium"," Long Beach, California"
" Tradin Organics Usa, Inc. "," Valencia, Spain"," New York, New York"
 Minh Dang Company Ltd. C O ," Prince Rupert, BC, Canada"," Seattle, Washington"
 Sunopta Grains and Foods ," Rotterdam, Netherlands"," Los Angeles, California"
 Paskal Technologies Inc. Usa ,N/A,N/A
 Be I J Inig Mammoth Seed Company ," Prince Rupert, BC, Canada"," Seattle, Washington"
 Seaquest Seafood Corp ," All Other Viet Nam Ports, Vietnam"," Long Beach, California"
 Fms Enterprises Usa Inc ," Haifa, Israel"," Charleston, South Carolina"
 Rangeline Group ," Sydney, Australia"," Philadelphia, Pennsylvania"
" Sun Lee, Inc. "," Laem Chabang, Thailand"," Los Angeles, California"
