Cosignee,Origin,Destination
" Tanks-a-Lot, Inc. "," Kingston, Jamaica"," New Orleans, Louisiana"
 Seven Star Beauty Supplies Inc ," Port Muhammad Bin Qasim, Pakistan"," New York/Newark Area, Newark, New Jersey"
" Home Dynamix, Llc "," All Other Egypt Mediterranean Region Ports, Egypt"," New York, New York"
 Wakler International ," Kobe, Japan"," Oakland, California"
 Le Chateau ," Alexandria, Egypt"," Savannah, Georgia"
" Votg North America, Inc. "," Rotterdam, Netherlands"," Charleston, South Carolina"
 Mlw Stone Llc ," La Spezia, Italy"," Savannah, Georgia"
 Joseph Fanizza ," Chemainus, BC, Canada"," Port Everglades, Florida"
 Anderson T Hunter ," Golfito, Costa Rica"," Port Everglades, Florida"
 Rodman Development Corp ," Golfito, Costa Rica"," Port Everglades, Florida"
 to the Order of Hana Bank ," Prince Rupert, BC, Canada"," Seattle, Washington"
 to Order of Shipper ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Park West Gallery ," Genoa, Italy"," Port Everglades, Florida"
" Unitedbeauty Supplies Corp, "," Port Muhammad Bin Qasim, Pakistan"," New York, New York"
 David Oppenheimer Co ," Hasting, Australia"," Long Beach, California"
 John Hamilton ," All Other Turkey Mediterranean Region Ports, Turkey"," West Palm Beach, Florida"
 Subsea 7 (Us) Llc ," Gulf of Mexico, United States Off-Shore Tanker Transshipment Points"," Brownsville, Texas"
 Buhler Miag Inc ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Newport Tank Containers Inc ," Haifa, Israel"," New York/Newark Area, Newark, New Jersey"
 Subsea 7 Llc ," Stavanger, Norway"," Mobile, Alabama"
 David Oppenheimer Co. ," Hasting, Australia"," Los Angeles, California"
 Hiba Company (General Trading) ," Halifax, NS, Canada"," New York/Newark Area, Newark, New Jersey"
 Universal Logistics Solutions Intl. ," Jeddeh, Saudi Arabia"," Norfolk, Virginia"
 Universal Logistics Solutions Intl ," Jeddeh, Saudi Arabia"," Norfolk, Virginia"
 Randall Steven Barker ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Mv Summit Terra Co Bahamas Ship ," Bremerhaven, Federal Republic of Germany"," Port Everglades, Florida"
 Newport Usa ," Bur Said, Egypt"," Houston, Texas"
 Newport-Usa Newport Tank ," Haifa, Israel"," New York/Newark Area, Newark, New Jersey"
 Santiago Castillo Ltd ," Hamble, United Kingdom"," Port Everglades, Florida"
 New Port Usa New Port Tank ," Kingston, Jamaica"," Houston, Texas"
 Newport-Usa Newport Tank Containe ," Bur Said, Egypt"," Houston, Texas"
 National Corset Supply House ," Vung Tau, Vietnam"," Los Angeles, California"
 New Port ," Kingston, Jamaica"," Houston, Texas"
 Em Bakery Equipment B.C. Ltd ," Genoa, Italy"," Los Angeles, California"
 Wakler International Transportation ," Kobe, Japan"," Oakland, California"
 Morning Star Specialties Inc ," All Other Turkey Mediterranean Region Ports, Turkey"," New York, New York"
 Eco Atlantic ," Genoa, Italy"," New York, New York"
 Seven Eleven Hawaii Inc. ," Yokohama, Japan"," Honolulu, Hawaii"
 Newport-Usa Newport Tank Containers ," Bur Said, Egypt"," Houston, Texas"
 Oceania Cruise Lines ," Hamilton, Bermuda"," Miami, Florida"
 New Port Usa ," Haifa, Israel"," New York/Newark Area, Newark, New Jersey"
" Cabi,Llc "," Yokohama, Japan"," Los Angeles, California"
 Oriental Bank ," Caucedo, Dominican Republic"," San Juan, Puerto Rico"
 Cetec Cereal Technologies Inc. ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Walker International Transportation ," Kobe, Japan"," Oakland, California"
 Accentuations by Design ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Monsey Chasuna Depot ," Genoa, Italy"," New York, New York"
 Wss Life Raft Exchange ," Philipsborough, Netherland Antilles"," Miami, Florida"
 Southern Crane and Hydraulics ," Taoranga, New Zealand"," Los Angeles, California"
 Maline Tile Co. ," La Spezia, Italy"," Boston, Massachusetts"
 Nassau Agencies Ltd ," Felixstowe, United Kingdom"," Miami, Florida"
 Bga Group of Companies ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Frank W Winne and Sons Inc ," Colombo, Sri Lanka"," New York, New York"
 Aramsco Inc ," Mina Raysut, Oman"," New York/Newark Area, Newark, New Jersey"
 R.C. High Fashion Cosmetics & ," Genoa, Italy"," Port Everglades, Florida"
 Deep Atlantic Sea Products Inc ," Nagoya, Japan"," Tacoma, Washington"
 Seven Seas Water ," Bullen Baai, Netherland Antilles"," Port Everglades, Florida"
 Intermodal Tank Transport (Usa) Inc ," Haifa, Israel"," Savannah, Georgia"
 Progressive Distriutors Ltd ," Felixstowe, United Kingdom"," Miami, Florida"
 Loeffler Furniture Design Center ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Oeg Offshore Llc ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Nassau Agencies Ltd 1995 ," Felixstowe, United Kingdom"," Miami, Florida"
 Bp Shorebase ," Gulf of Mexico, United States Off-Shore Tanker Transshipment Points"," Morgan City, Louisiana"
" Maritrans Shipping, Ltd. "," Valencia, Spain"," New York/Newark Area, Newark, New Jersey"
 Supernatural ," Genoa, Italy"," New York, New York"
 Svinga Brothers ," Freeport, Grand Bahama Island, Bahamas"," West Palm Beach, Florida"
 Aramsco ," Port Muhammad Bin Qasim, Pakistan"," Savannah, Georgia"
 Dof Subsea 7 ," Gulf of Mexico, United States Off-Shore Tanker Transshipment Points"," Mobile, Alabama"
 Bp Subsea Wells Team-Intermoor ," Gulf of Mexico, United States Off-Shore Tanker Transshipment Points"," Mobile, Alabama"
 Cgs Group Inc ," Genoa, Italy"," Port Everglades, Florida"
 Hamrick'S Inc ," Chittagong, Bangladesh"," Charleston, South Carolina"
 Unto the Order of : ," Mina Raysut, Oman"," Charleston, South Carolina"
 Proveedora Diesel Mex ," Genoa, Italy"," Port Everglades, Florida"
 Kaname Holdings Corp ," Gooch Island, BC, Canada"," Tacoma, Washington"
" Seven Lxx, Llc "," Ganges, BC, Canada"," Port Everglades, Florida"
" Seven Seas Spirit, Inc. "," Genoa, Italy"," Port Everglades, Florida"
 Bp Shore Base ," Gulf of Mexico, United States Off-Shore Tanker Transshipment Points"," Morgan City, Louisiana"
 Asf Global Llc ," Tanjung Pelepas, Malaysia"," Seattle, Washington"
" Newport Management, Llc "," Bur Said, Egypt"," Houston, Texas"
 Dolce and Gabbana Usa Inc (Law) ," Leghorn, Italy"," New York, New York"
 Newport - Usa ," Bur Said, Egypt"," Houston, Texas"
 Egyptian Freight Service ," Freeport, Grand Bahama Island, Bahamas"," Norfolk, Virginia"
 Mlw Chairs Llc ," Leghorn, Italy"," Savannah, Georgia"
 Bga Group ," Liverpool, United Kingdom"," New York, New York"
 Altamaritima S.a De C.V C/O ," Rotterdam, Netherlands"," Charleston, South Carolina"
