Cosignee,Origin,Destination
 Agostini Factory Llc ," Genoa, Italy"," Miami, Florida"
 Frunut Global Commodities Llc ," Izmir, Turkey"," New York/Newark Area, Newark, New Jersey"
 Scott Nichols ," Hamble, United Kingdom"," Baltimore, Maryland"
 Buhler Inc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Michelangelo Design ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Seven Star Beauty Supplies Inc. ," Port Muhammad Bin Qasim, Pakistan"," New York/Newark Area, Newark, New Jersey"
 Royal Caribbean Cruises Ltd ," Kingston, Jamaica"," San Juan, Puerto Rico"
 Llog ," Gulf of Mexico, United States Off-Shore Tanker Transshipment Points"," Morgan City, Louisiana"
" Shandong Huashen Machinery Co., Ltd "," Gooch Island, BC, Canada"," Tacoma, Washington"
 Asics America Corporation ," Vung Tau, Vietnam"," Los Angeles, California"
 Antaeus Fashion Group Inc ," Vung Tau, Vietnam"," Los Angeles, California"
" Alm Distributors, Llc "," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Regent Seven Seas C/O ," Gooch Island, BC, Canada"," Sitka, Alaska"
 Dsquared2 Inc ," La Spezia, Italy"," New York, New York"
 United Beauty Supplies Corp ," Port Muhammad Bin Qasim, Pakistan"," New York/Newark Area, Newark, New Jersey"
 Exsif Worldwide Inc O/B ," Antwerp, Belgium"," Charleston, South Carolina"
 Marserve Inc. ," Antwerp, Belgium"," Houston, Texas"
 Daiichi Shoji Co Ltd ," Quintero, Chile"," Houston, Texas"
 Sevillo Fine Foods ," Porto de Sines, Portugal"," Long Beach, California"
 Regent Seven Seas Cruises ," Hamilton, Bermuda"," Miami, Florida"
 Regent Seve Seas Cruises ," Hamilton, Bermuda"," Miami, Florida"
 Regent Seven Seas Cruses ," Hamilton, Bermuda"," Miami, Florida"
 Naurelle Furniture & Lighting ," Genoa, Italy"," Los Angeles, California"
 Mr. Omar Farook Hassan ," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 Yacht Spares Llc ," Taoranga, New Zealand"," Long Beach, California"
 Exsif Worldwide Inc ," Le Havre, France"," Charleston, South Carolina"
 Dzine Elements Inc ," Genoa, Italy"," New York, New York"
 the Chasuna Mall ," Leghorn, Italy"," New York, New York"
" Malgor and Co. Inc, "," Cartagena, Colombia"," San Juan, Puerto Rico"
 Npa National Powersports Auctions ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Whole Foods Markets ," La Spezia, Italy"," Norfolk, Virginia"
 Regal Fine Furniture ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Alm Corp. ," Genoa, Italy"," New York, New York"
 Regent Seven Seas ," Philipsborough, Netherland Antilles"," Miami, Florida"
" United Beauty Supplies Corp, "," Port Muhammad Bin Qasim, Pakistan"," New York, New York"
" Sry, Inc. Dba Niche "," La Spezia, Italy"," New York, New York"
" Ferazzoli Imports of New England,In "," La Spezia, Italy"," New York, New York"
 Tiger Japanese Auto Parts Ltd. ," Tokyo, Japan"," Tacoma, Washington"
 Dida Home ," Genoa, Italy"," Miami, Florida"
 Essroc Italcementi ," Genoa, Italy"," New York, New York"
" Trifleet Leasing (Usa) Inc., C/O "," Rotterdam, Netherlands"," Charleston, South Carolina"
 Disney Cruise Line ," Bremerhaven, Federal Republic of Germany"," Port Everglades, Florida"
 Dzine Elements ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
