Cosignee,Origin,Destination
 Homegoods ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Jomar International Ltd ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 New Stone Age Inc ," Civitavecchia, Italy"," Port Everglades, Florida"
 Sofia Cashmere ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Jomar Group ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Hci ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 the Ambriola Co Inc ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Wine Art of Ohio Inc ," Genoa, Italy"," Norfolk, Virginia"
 Rndc - Deerfield ," Genoa, Italy"," Port Everglades, Florida"
 Barilla America Inc. ," Naples, Italy"," New York, New York"
 Paradise Inc ," Caucedo, Dominican Republic"," Tampa, Florida"
 H C I ," Genoa, Italy"," Norfolk, Virginia"
 Industry Nine ," Kingston, Jamaica"," Savannah, Georgia"
 Youngs Market Co. (Ymco-Fontana) ," Genoa, Italy"," Los Angeles, California"
 Ld Carlson Company ," Genoa, Italy"," Norfolk, Virginia"
 Prestige Wine Group (J B) ," Genoa, Italy"," Norfolk, Virginia"
" Once Again Nut Butter, Inc. "," Gioia Tauro, Italy"," New York/Newark Area, Newark, New Jersey"
 Bermuda Import and Export Co Ltd ," Leghorn, Italy"," New York, New York"
 Patterson Medical ," La Spezia, Italy"," Baltimore, Maryland"
 Dfs Int L ," Salerno, Italy"," New York, New York"
 Wacker Neuson Production ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Bridget Sandals ," Genoa, Italy"," Miami, Florida"
 Johnson Brothers Liquor Co ," Genoa, Italy"," Norfolk, Virginia"
" Marco Plastic Industries, Inc "," La Spezia, Italy"," New York, New York"
 William J. Hirten Co. Lcc ," La Spezia, Italy"," Boston, Massachusetts"
 Oregon Cherry Growers Inc. ," Naples, Italy"," Tacoma, Washington"
" Patterson Medical Holdings, Ic. "," La Spezia, Italy"," Baltimore, Maryland"
 Testori Usa ," Genoa, Italy"," Norfolk, Virginia"
 Dozortsev and Sons ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
